accuracy,number of trees,,max features,max leaf nodes,min sample leaf ,class weight
0.6865672,20,gini,10,35,1,balanced
0.6865672,20,gini,10,36,1,balanced
0.6865672,20,gini,10,36,2,balanced
0.6865672,20,gini,10,39,2,balanced
0.6865672,20,gini,10,41,2,balanced
0.6865672,20,gini,10,47,1,balanced
0.6865672,20,gini,10,47,2,balanced
0.6865672,20,gini,10,49,1,balanced
0.6865672,20,gini,10,52,1,balanced
0.6865672,20,gini,10,55,1,balanced
0.6865672,20,gini,10,57,1,balanced
0.6865672,20,gini,10,58,1,balanced
0.6865672,20,gini,10,58,2,balanced
0.6865672,20,gini,10,59,2,balanced
0.6865672,20,gini,10,61,1,balanced
0.6865672,20,gini,10,63,1,balanced
0.6865672,20,gini,10,63,2,balanced
0.6865672,20,gini,10,65,1,balanced
0.6865672,20,gini,10,65,2,balanced
0.6865672,20,gini,10,66,1,balanced
0.6865672,20,gini,10,67,2,balanced
0.6865672,20,gini,10,75,2,balanced
0.6865672,20,gini,10,76,2,balanced
0.6865672,20,gini,10,77,2,balanced
0.6865672,20,gini,10,78,2,balanced
0.6865672,20,gini,11,37,2,balanced
0.6865672,20,gini,11,41,2,balanced
0.6865672,20,gini,11,42,2,balanced
0.6865672,20,gini,11,46,2,balanced
0.6865672,20,gini,11,47,2,balanced
0.6865672,20,gini,11,48,1,balanced
0.6865672,20,gini,11,49,1,balanced
0.6865672,20,gini,11,50,2,balanced
0.6865672,20,gini,11,51,2,balanced
0.6865672,20,gini,11,53,1,balanced
0.6865672,20,gini,11,53,2,balanced
0.6865672,20,gini,11,54,1,balanced
0.6865672,20,gini,11,55,1,balanced
0.6865672,20,gini,11,58,1,balanced
0.6865672,20,gini,11,60,1,balanced
0.6865672,20,gini,11,63,2,balanced
0.6865672,20,gini,11,65,2,balanced
0.6865672,20,gini,11,66,1,balanced
0.6865672,20,gini,11,67,1,balanced
0.6865672,20,gini,11,68,1,balanced
0.6865672,20,gini,11,69,1,balanced
0.6865672,20,gini,11,70,2,balanced
0.6865672,20,gini,11,71,2,balanced
0.6865672,20,gini,11,74,1,balanced
0.6865672,20,gini,11,77,1,balanced
0.6865672,21,gini,6,35,2,balanced
0.6865672,21,gini,6,36,2,balanced
0.6865672,21,gini,6,42,1,balanced
0.6865672,21,gini,6,47,1,balanced
0.6865672,21,gini,6,47,2,balanced
0.6865672,21,gini,6,51,1,balanced
0.6865672,21,gini,6,52,1,balanced
0.6865672,21,gini,6,52,2,balanced
0.6865672,21,gini,6,56,1,balanced
0.6865672,21,gini,6,58,2,balanced
0.6865672,21,gini,6,61,1,balanced
0.6865672,21,gini,6,62,1,balanced
0.6865672,21,gini,6,64,2,balanced
0.6865672,21,gini,6,68,2,balanced
0.6865672,21,gini,6,69,1,balanced
0.6865672,21,gini,6,69,2,balanced
0.6865672,21,gini,6,73,2,balanced
0.6865672,21,gini,6,75,2,balanced
0.6865672,21,gini,6,78,1,balanced
0.6865672,21,gini,6,78,2,balanced
0.6865672,21,gini,7,37,1,balanced
0.6865672,21,gini,7,37,2,balanced
0.6865672,21,gini,7,43,1,balanced
0.6865672,21,gini,7,44,2,balanced
0.6865672,21,gini,7,46,1,balanced
0.6865672,21,gini,7,48,1,balanced
0.6865672,21,gini,7,49,1,balanced
0.6865672,21,gini,7,51,1,balanced
0.6865672,21,gini,7,54,1,balanced
0.6865672,21,gini,7,55,1,balanced
0.6865672,21,gini,7,56,1,balanced
0.6865672,21,gini,7,57,1,balanced
0.6865672,21,gini,7,61,1,balanced
0.6865672,21,gini,7,63,1,balanced
0.6865672,21,gini,7,65,2,balanced
0.6865672,21,gini,7,67,2,balanced
0.6865672,21,gini,7,70,1,balanced
0.6865672,21,gini,7,71,1,balanced
0.6865672,21,gini,7,71,2,balanced
0.6865672,21,gini,7,72,2,balanced
0.6865672,21,gini,7,75,1,balanced
0.6865672,21,gini,7,76,2,balanced
0.6865672,21,gini,7,77,2,balanced
0.6865672,21,gini,7,79,2,balanced
0.6865672,21,gini,8,38,1,balanced
0.6865672,21,gini,8,42,1,balanced
0.6865672,21,gini,8,44,2,balanced
0.6865672,21,gini,8,46,1,balanced
0.6865672,21,gini,8,47,2,balanced
0.6865672,21,gini,8,55,1,balanced
0.6865672,21,gini,8,55,2,balanced
0.6865672,21,gini,8,56,2,balanced
0.6865672,21,gini,8,57,1,balanced
0.6865672,21,gini,8,57,2,balanced
0.6865672,21,gini,8,59,2,balanced
0.6865672,21,gini,8,61,2,balanced
0.6865672,21,gini,8,62,2,balanced
0.6865672,21,gini,8,65,1,balanced
0.6865672,21,gini,8,66,1,balanced
0.6865672,21,gini,8,68,2,balanced
0.6865672,21,gini,8,71,2,balanced
0.6865672,21,gini,8,74,2,balanced
0.6865672,21,gini,8,76,2,balanced
0.6865672,21,gini,8,79,2,balanced
0.6865672,21,gini,9,35,2,balanced
0.6865672,21,gini,9,36,1,balanced
0.6865672,21,gini,9,39,2,balanced
0.6865672,21,gini,9,41,2,balanced
0.6865672,21,gini,9,44,2,balanced
0.6865672,21,gini,9,46,1,balanced
0.6865672,21,gini,9,48,1,balanced
0.6865672,21,gini,9,50,1,balanced
0.6865672,21,gini,9,51,2,balanced
0.6865672,21,gini,9,56,1,balanced
0.6865672,21,gini,9,60,1,balanced
0.6865672,21,gini,9,66,1,balanced
0.6865672,21,gini,9,67,2,balanced
0.6865672,21,gini,9,69,2,balanced
0.6865672,21,gini,9,71,1,balanced
0.6865672,21,gini,9,72,2,balanced
0.6865672,21,gini,9,73,1,balanced
0.6865672,21,gini,9,78,2,balanced
0.6865672,21,gini,9,79,2,balanced
0.6865672,21,gini,10,35,1,balanced
0.6865672,21,gini,10,36,1,balanced
0.6865672,21,gini,10,37,1,balanced
0.6865672,21,gini,10,42,1,balanced
0.6865672,21,gini,10,45,1,balanced
0.6865672,21,gini,10,45,2,balanced
0.6865672,21,gini,10,53,1,balanced
0.6865672,21,gini,10,54,1,balanced
0.6865672,21,gini,10,58,1,balanced
0.6865672,21,gini,10,61,2,balanced
0.6865672,21,gini,10,63,1,balanced
0.6865672,21,gini,10,65,1,balanced
0.6865672,21,gini,10,67,2,balanced
0.6865672,21,gini,10,68,1,balanced
0.6865672,21,gini,10,68,2,balanced
0.6865672,21,gini,10,70,1,balanced
0.6865672,21,gini,10,70,2,balanced
0.6865672,21,gini,10,71,2,balanced
0.6865672,21,gini,10,73,2,balanced
0.6865672,21,gini,10,74,2,balanced
0.6865672,21,gini,10,76,1,balanced
0.6865672,21,gini,10,77,1,balanced
0.6865672,21,gini,10,78,2,balanced
0.6865672,21,gini,10,79,2,balanced
0.6865672,21,gini,11,35,2,balanced
0.6865672,21,gini,11,36,1,balanced
0.6865672,21,gini,11,38,1,balanced
0.6865672,21,gini,11,39,2,balanced
0.6865672,21,gini,11,40,1,balanced
0.6865672,21,gini,11,47,1,balanced
0.6865672,21,gini,11,50,1,balanced
0.6865672,21,gini,11,51,2,balanced
0.6865672,21,gini,11,56,1,balanced
0.6865672,21,gini,11,56,2,balanced
0.6865672,21,gini,11,59,1,balanced
0.6865672,21,gini,11,62,1,balanced
0.6865672,21,gini,11,72,1,balanced
0.6865672,21,gini,11,73,2,balanced
0.6865672,21,gini,11,77,2,balanced
0.6865672,22,gini,6,37,1,balanced
0.6865672,22,gini,6,41,1,balanced
0.6865672,22,gini,6,41,2,balanced
0.6865672,22,gini,6,43,1,balanced
0.6865672,22,gini,6,44,1,balanced
0.6865672,22,gini,6,44,2,balanced
0.6865672,22,gini,6,48,1,balanced
0.6865672,22,gini,6,48,2,balanced
0.6865672,22,gini,6,49,1,balanced
0.6865672,22,gini,6,52,2,balanced
0.6865672,22,gini,6,56,1,balanced
0.6865672,22,gini,6,57,1,balanced
0.6865672,22,gini,6,59,1,balanced
0.6865672,22,gini,6,59,2,balanced
0.6865672,22,gini,6,60,2,balanced
0.6865672,22,gini,6,64,2,balanced
0.6865672,22,gini,6,65,1,balanced
0.6865672,22,gini,6,66,1,balanced
0.6865672,22,gini,6,67,1,balanced
0.6865672,22,gini,6,68,2,balanced
0.6865672,22,gini,6,69,1,balanced
0.6865672,22,gini,6,70,2,balanced
0.6865672,22,gini,6,71,2,balanced
0.6865672,22,gini,6,74,1,balanced
0.6865672,22,gini,6,78,1,balanced
0.6865672,22,gini,7,35,2,balanced
0.6865672,22,gini,7,45,2,balanced
0.6865672,22,gini,7,46,2,balanced
0.6865672,22,gini,7,50,2,balanced
0.6865672,22,gini,7,52,1,balanced
0.6865672,22,gini,7,52,2,balanced
0.6865672,22,gini,7,53,1,balanced
0.6865672,22,gini,7,54,2,balanced
0.6865672,22,gini,7,55,1,balanced
0.6865672,22,gini,7,55,2,balanced
0.6865672,22,gini,7,57,1,balanced
0.6865672,22,gini,7,57,2,balanced
0.6865672,22,gini,7,59,1,balanced
0.6865672,22,gini,7,59,2,balanced
0.6865672,22,gini,7,60,2,balanced
0.6865672,22,gini,7,63,2,balanced
0.6865672,22,gini,7,66,2,balanced
0.6865672,22,gini,7,69,1,balanced
0.6865672,22,gini,7,69,2,balanced
0.6865672,22,gini,7,71,1,balanced
0.6865672,22,gini,7,75,1,balanced
0.6865672,22,gini,7,75,2,balanced
0.6865672,22,gini,7,77,1,balanced
0.6865672,22,gini,7,79,2,balanced
0.6865672,22,gini,8,38,2,balanced
0.6865672,22,gini,8,39,1,balanced
0.6865672,22,gini,8,40,1,balanced
0.6865672,22,gini,8,42,1,balanced
0.6865672,22,gini,8,43,1,balanced
0.6865672,22,gini,8,46,1,balanced
0.6865672,22,gini,8,52,2,balanced
0.6865672,22,gini,8,53,1,balanced
0.6865672,22,gini,8,54,1,balanced
0.6865672,22,gini,8,54,2,balanced
0.6865672,22,gini,8,58,1,balanced
0.6865672,22,gini,8,59,1,balanced
0.6865672,22,gini,8,62,2,balanced
0.6865672,22,gini,8,66,1,balanced
0.6865672,22,gini,8,67,1,balanced
0.6865672,22,gini,8,68,2,balanced
0.6865672,22,gini,8,72,2,balanced
0.6865672,22,gini,8,73,1,balanced
0.6865672,22,gini,8,76,1,balanced
0.6865672,22,gini,8,77,1,balanced
0.6865672,22,gini,8,78,1,balanced
0.6865672,22,gini,8,79,2,balanced
0.6865672,22,gini,9,36,1,balanced
0.6865672,22,gini,9,41,2,balanced
0.6865672,22,gini,9,46,1,balanced
0.6865672,22,gini,9,47,1,balanced
0.6865672,22,gini,9,51,1,balanced
0.6865672,22,gini,9,52,1,balanced
0.6865672,22,gini,9,53,1,balanced
0.6865672,22,gini,9,57,2,balanced
0.6865672,22,gini,9,58,1,balanced
0.6865672,22,gini,9,58,2,balanced
0.6865672,22,gini,9,59,2,balanced
0.6865672,22,gini,9,60,1,balanced
0.6865672,22,gini,9,62,2,balanced
0.6865672,22,gini,9,66,2,balanced
0.6865672,22,gini,9,68,2,balanced
0.6865672,22,gini,9,73,2,balanced
0.6865672,22,gini,9,74,1,balanced
0.6865672,22,gini,9,75,2,balanced
0.6865672,22,gini,9,77,2,balanced
0.6865672,22,gini,9,79,1,balanced
0.6865672,22,gini,10,36,1,balanced
0.6865672,22,gini,10,44,1,balanced
0.6865672,22,gini,10,45,2,balanced
0.6865672,22,gini,10,46,1,balanced
0.6865672,22,gini,10,50,1,balanced
0.6865672,22,gini,10,51,1,balanced
0.6865672,22,gini,10,53,1,balanced
0.6865672,22,gini,10,62,2,balanced
0.6865672,22,gini,10,63,1,balanced
0.6865672,22,gini,10,64,2,balanced
0.6865672,22,gini,10,65,2,balanced
0.6865672,22,gini,10,69,1,balanced
0.6865672,22,gini,10,74,1,balanced
0.6865672,22,gini,10,77,1,balanced
0.6865672,22,gini,10,77,2,balanced
0.6865672,22,gini,10,78,1,balanced
0.6865672,22,gini,11,40,2,balanced
0.6865672,22,gini,11,41,2,balanced
0.6865672,22,gini,11,48,1,balanced
0.6865672,22,gini,11,49,1,balanced
0.6865672,22,gini,11,55,1,balanced
0.6865672,22,gini,11,58,2,balanced
0.6865672,22,gini,11,60,1,balanced
0.6865672,22,gini,11,61,1,balanced
0.6865672,22,gini,11,63,1,balanced
0.6865672,22,gini,11,63,2,balanced
0.6865672,22,gini,11,64,2,balanced
0.6865672,22,gini,11,66,2,balanced
0.6865672,22,gini,11,67,1,balanced
0.6865672,22,gini,11,67,2,balanced
0.6865672,22,gini,11,68,1,balanced
